 39    0.2446800    0.2443986   -0.12 1.00   2    4     0.17628     0.82304     0.99932
 40    0.2466120    0.2467010    0.04 1.00   8    5     0.08746     0.91202     0.99948
 41    0.2466120    0.2467010    0.04 1.00   2    5     0.08746     0.91202     0.99948
 42    0.2519810    0.2522184    0.09 1.00   4    5     0.07637     0.92316     0.99953
 43    0.2520900    0.2522184    0.05 1.00   6    6     0.07637     0.92316     0.99953
 44    0.2597400    0.2598948    0.06 1.00   3    6     0.08501     0.91450     0.99951
 45    0.2597400    0.2598948    0.06 1.00   5    8     0.08501     0.91450     0.99951
 46    0.2661290    0.2662142    0.03 1.00   3    7     0.14927     0.85008     0.99935
 47    0.2661290    0.2662142    0.03 1.00   5    9     0.14927     0.85008     0.99935
 48    0.2790800    0.2792254    0.05 0.50   3    8    -0.00000     0.99975     0.99975
 49    0.2812800    0.2814714    0.07 1.00   1    6     0.07734     0.92221     0.99955
 50    0.2814400    0.2814714    0.01 1.00   7    6     0.07734     0.92221     0.99955
 51    0.2829000    0.2826001   -0.11 1.00   8    6     0.00599     0.99374     0.99973
 52    0.2829000    0.2826001   -0.11 1.00   2    6     0.00599     0.99374     0.99973
 53    0.2916220    0.2913330   -0.10 1.00   7    7     0.00973     0.98998     0.99971
 54    0.2916220    0.2913330   -0.10 1.00   1    7     0.00973     0.98998     0.99971
 55    0.2949170    0.2951311    0.07 1.00   7    8     0.09077     0.90884     0.99961
 56    0.2949170    0.2951311    0.07 1.00   1    8     0.09077     0.90884     0.99961
 57    0.2969020    0.2970854    0.06 1.00   4    6     0.10256     0.89688     0.99944
 58    0.2969020    0.2970854    0.06 1.00   6    7     0.10256     0.89688     0.99944
 59    0.3009970    0.3007325   -0.09 1.00   6    8     0.18428     0.81500     0.99928
 60    0.3009970    0.3007325   -0.09 1.00   4    7     0.18428     0.81500     0.99928
 61    0.3018600    0.3019960    0.05 1.00   6    9     0.24934     0.74986     0.99920
 62    0.3023620    0.3022391   -0.04 1.00   8    7     0.05758     0.94193     0.99951
 63    0.3023620    0.3022391   -0.04 1.00   2    7     0.05758     0.94193     0.99951
 64    0.3036200    0.3037378    0.04 1.00   5   10     0.48290     0.51750     1.00040
 65    0.3042200    0.3044116    0.06 1.00   4    8     0.00000     0.99975     0.99975
 66    0.3044950    0.3045038    0.00 1.00   7    9     0.10295     0.89652     0.99947
 67    0.3044950    0.3045038    0.00 1.00   1    9     0.10295     0.89652     0.99947
 68    0.3071730    0.3073930    0.07 1.00   8    8     0.04267     0.95695     0.99962
 69    0.3071730    0.3073930    0.07 1.00   2    8     0.04267     0.95695     0.99962
 70    0.3152410    0.3154739    0.07 0.00   1   10     0.08842     0.91108     0.99950
 71    0.3152410    0.3154739    0.07 0.00   7   10     0.08842     0.91108     0.99950
 72    0.0000000    0.3274202     inf 0.00   7   11     0.23549     0.76358     0.99907
 73    0.0000000    0.3274202     inf 0.00   1   11     0.23549     0.76358     0.99907
 74    0.0000000    0.3280931     inf 0.00   8    9     0.12238     0.87707     0.99945
 75    0.0000000    0.3280931     inf 0.00   2    9     0.12238     0.87707     0.99945
 76    0.0000000    0.3366862     inf 0.00   5   11     0.05250     0.94709     0.99959

 Bulk modulus(GPa) KV =  165.6 | KR =  165.6

Shear modulus(GPa) GV =  82.44 | GR =  82.44

     Poisson ratio mu = 0.2865

Speed of sound: longitudinal =  5.933 (km/s), transverse =  3.246 (km/s), average =  3.619 (km/s)

    c11      c22      c33      c23      c13      c12      c44      c55      c66      c14      c15      c25      c35      c16      c46
   275.48   275.48   275.48   110.61   110.61   110.61   82.437   82.437   82.437        0       -0        0        0        0        0

  dx(cm) dy(cm) dz(cm)    Shape set to cylinder.
 1.9001 1.9001 1.3385

  psi      theta    phi
  0.00000  0.00000  0.00000

loop# 1   rms error = 0.07749 %, changed by 0.00541098 %

Error on free parameters:
 c11       c44      
 0.3717 %  0.0774 % 

For publications resulting from the use of this software, please cite J. Torres et al., JASA ?? (202?)
